bldg,final_harvest_recovery,harvest_cycle,prediction_day,average_temperature,average_temperature_lag1,average_temperature_lag2,average_temperature_trend,max_temperature,max_temperature_trend,min_temperature_trend,temperature_range,max_thi_cycle,max_thi_day,target_temperature,target_temperature_max,target_temperature_min,temperature_abs_error,temperature_gap,temperature_volatility,temperature_within_target,thi_stress_days,average_humidity,average_humidity_trend,humidity_range,max_humidity,max_humidity_trend,min_humidity,min_humidity_trend,high_humidity_days,high_humidity_flag_cycle,high_humidity_flag_day,humidity_abs_error,humidity_gap,humidity_volatility,humidity_within_target,low_humidity_days,low_humidity_flag_cycle,low_humidity_flag_day,percent_high_humidity_days,percent_low_humidity_days,target_humidity,target_humidity_max,target_humidity_min,feed_cumulative_g_per_bird,feed_daily_g_per_bird,feed_daily_g_per_bird_ratio_lag1,feed_daily_g_per_bird_ratio_lag2,feed_daily_g_per_bird_ratio_lag3,feed_deficit_days,feed_deficit_flag,feed_efficiency_score,feed_gap_cumulative,feed_gap_daily,feed_percent_target_cumulative,feed_percent_target_daily,feed_surplus_days,feed_surplus_flag,feed_volatility_score,feedconsumption_bags_1000,target_feed_cumulative,target_feed_daily,average_daily_mortality_ratio_to_normal_target,cumulative_allowable_mortality_normal,cumulative_mortality_difference_from_normal_target,daily_allowable_mortality,daily_mortality_difference_from_normal_target,daily_mortality_ratio_to_normal_target,early_mortality_concentration,early_mortality_concentration_day1_7,five_day_mortality_concern,high_mortality_days,high_mortality_severity,max_consecutive_high_mortality_days,mortality_dailypercent,mortality_dailypercent_ratio_lag1,mortality_dailypercent_ratio_lag2,mortality_dailypercent_ratio_lag3,mortality_percent_cum,percent_high_mortality_days,bodyweight_at_day7,bodyweight_deficit_g_interpolated,bodyweight_deficit_percent_of_target,bodyweight_g,bodyweight_g_is_extrapolated_fallback,bodyweight_g_is_interpolated,bodyweight_g_lag1,bodyweight_g_lag2,bodyweight_percent_target,day14_to_21_growth_rate,day_7_bodyweight_lower_than_mean,target_weight_interpolated,average_thi,cold_stress_days,cold_stress_flag_cycle,cold_stress_flag_day,compounding_stress_days,critical_days,current_population,current_recoverable_ratio,heat_stress_days,heat_stress_flag_cycle,heat_stress_flag_day,interpolated_daily_weight_gain_g,is_tags,percent_cold_stress_days,percent_heat_stress_days,population_loss_percent,projected_day35_weight_from_day14_21_slope,projected_day35_weight_from_trajectory,resting_days,sqft_per_bird,warning_days,bodyweight_at_day_35
Tags 3,0.94546217312264,2025-4,15,27.301305609284338,27.3791666666667,27.0446808510638,-0.10812156039882002,26.7,-0.17428571428571313,-0.08892857142857122,6.9,28.023608445921397,24.548680820622344,25.0,28.0,23.0,0.2681818181818016,-0.2681818181818016,0.881098062724952,1,3,86.26605630775846,0.09899952219766403,18.98,91.5,-0.012142857142855647,88.9,0.508928571428573,15,1,1,40.5954545454546,40.5954545454546,2.3997482459080217,0,0,0,0,1.0,0.0,50.0,60.0,50.0,428.1432852861424,42.81432852861424,1.201027543884687,1.2023976023976024,1.204110175538747,13,1,53.51791066076781,-291.8567147138576,-47.18567147138576,59.46434517863089,47.57147614290472,2,0,0.516871451691924,8.390434904209203,720.0,90.0,1.3424695846734724,107.26499999999997,36.735000000000014,7.151,-1.1509999999999998,0.8390434904209202,0.2777777777777778,0.4930555555555556,0,10,1.377289889525941,3,0.083904349042092,0.75,0.6,0.8571428571428571,2.013704377010208,0.6666666666666666,90.3,-156.21370165745856,-35.583986710127235,282.78629834254144,False,True,254.24,224.88829694323147,64.41601328987277,39.36357142857144,1,439.0,27.020425906679506,2,1,0,1,0,7007,0.979862956229898,1,1,0,43.0,1,0.13333333333333333,0.06666666666666667,0.020137043770102,1069.3950000000002,1152.4024777558238,26.0,1.0275438846867415,2,1293.12
Tags 3,0.94546217312264,2025-4,16,27.559557342037394,24.7318181818182,27.3791666666667,0.0021063853491107786,33.1,-0.11691176470588185,0.017352941176470828,6.71875,30.801169887087923,30.801169887087923,22.0,25.0,19.0,9.433333333333302,9.433333333333302,1.3385370854958845,0,4,85.36192778852354,-0.23757516497894912,18.60625,80.0,-0.2679411764705852,67.0,0.29308823529411887,16,1,1,21.8,21.8,4.295817299365174,0,0,0,0,1.0,0.0,50.0,60.0,50.0,457.46962115797,28.591851322373124,0.6678103407195617,0.8020586132952109,0.8029735525375268,14,1,42.19041475618474,-362.53037884203,-71.40814867762688,55.78897818999634,28.591851322373124,2,0,0.518090065577699,8.949797231156483,820.0,100.0,1.3634456719339954,114.416,41.584,7.151,4.849,1.6780869808418404,0.2564102564102564,0.4551282051282051,0,11,1.377289889525941,3,0.167808698084184,2.0,1.5,1.2,2.1815130750943923,0.6875,90.3,-172.01193370165743,-35.39340199622581,313.9880662983426,False,True,282.78629834254144,254.24,64.6065980037742,39.36357142857144,1,486.0,27.256722405455037,2,1,0,2,0,6995,0.978184869249056,2,1,1,47.0,1,0.125,0.125,0.0218151307509439,1069.3950000000002,1155.8120382875204,26.0,1.0293066476054324,2,1293.12
Tags 3,0.94546217312264,2025-4,17,27.594566953957596,31.4333333333333,24.7318181818182,0.01342519176432598,32.6,-0.08504901960784225,0.019362745098040143,6.741176470588235,30.801169887087923,27.67854880516591,22.0,25.0,19.0,6.154720744680851,6.154720744680851,1.3040467297706335,0,4,84.8947616931202,-0.35370133595023917,18.83529411764706,86.8,-0.30490196078431253,64.3,0.08627450980392264,17,1,1,27.420104166666647,27.420104166666647,4.583756004575803,0,0,0,0,1.0,0.0,50.0,60.0,50.0,501.5045135406219,42.986101160624735,1.50343888809285,1.0040120361083251,1.205846109757845,15,1,48.748730664041815,-418.4954864593781,-57.01389883937527,54.5113601674589,42.986101160624735,2,0,0.5075238714847984,9.788840721577404,920.0,100.0,1.4148576505137085,121.567,50.43300000000001,7.151,8.849,2.2374493077891207,0.2325581395348837,0.4127906976744186,0,12,1.377289889525941,3,0.223744930778912,1.3333333333333333,2.6666666666666665,2.0,2.4052580058733044,0.7058823529411765,90.3,-188.4824309392265,-35.230360923219905,346.5175690607735,False,True,313.9880662983426,282.78629834254144,64.7696390767801,39.36357142857144,1,535.0,27.28153572308509,2,1,0,3,0,6979,0.975947419941267,3,1,1,49.0,1,0.11764705882352941,0.17647058823529413,0.024052580058733,1069.3950000000002,1158.7288430835958,26.0,1.0316664278549936,3,1293.12
Tags 3,0.94546217312264,2025-4,18,27.62568660899778,28.15472074468085,31.4333333333333,0.0211326841300167,32.6,-0.061197110423115736,0.020433436532507572,6.76111111111111,30.801169887087923,27.67854880516591,22.0,25.0,19.0,6.154720744680851,6.154720744680851,1.271981928546541,0,4,84.47950294165055,-0.4289880991590354,19.038888888888888,86.8,-0.32549019607843155,64.3,-0.06037151702786369,18,1,1,27.420104166666647,27.420104166666647,4.783179436915465,0,0,0,0,1.0,0.0,50.0,60.0,50.0,545.3501722158438,43.05396096440872,1.0015786452353614,1.5058122847301951,1.0055970149253732,16,1,46.04329158741562,-484.6498277841562,-66.94603903559127,52.946618661732415,39.13996451309884,2,0,0.4946852820149234,10.627884211998325,1030.0,110.0,1.4217125809910036,128.718,54.28200000000001,7.151,3.849,1.5382463991050204,0.2185792349726776,0.3879781420765027,0,13,1.377289889525941,3,0.153824639910502,0.6875,0.9166666666666666,1.8333333333333333,2.5590826457838065,0.7222222222222222,90.3,-205.62519337016573,-35.089623442007806,380.3748066298343,False,True,346.5175690607735,313.9880662983426,64.9103765579922,39.36357142857144,1,586.0,27.303592005422914,2,1,0,4,0,6968,0.974409173542162,4,1,1,51.0,1,0.1111111111111111,0.2222222222222222,0.025590826457838,1069.3950000000002,1161.2466366224805,26.0,1.033295063145809,3,1293.12
Tags 3,0.94546217312264,2025-4,19,27.653530510875832,28.15472074468085,28.15472074468085,0.0263159520739303,32.6,-0.04315789473684241,0.020877192982456296,6.7789473684210515,30.801169887087923,27.67854880516591,22.0,25.0,19.0,6.154720744680851,6.154720744680851,1.2420881430855426,0,4,84.10795563770402,-0.4761040754691373,19.221052631578946,86.8,-0.33508771929824677,64.3,-0.164385964912281,19,1,1,27.420104166666647,27.420104166666647,4.922464967537108,0,0,0,0,1.0,0.0,50.0,60.0,50.0,589.1651099295876,43.10964218996983,1.0012932892656992,1.002873976145998,1.5077597355941947,17,1,45.43586690144348,-550.8348900704124,-66.89035781003017,51.68114999382348,39.19058380906348,2,0,0.4827575448912888,11.466927702419245,1140.0,110.0,1.4131258786036551,135.869,56.13100000000001,7.151,1.849,1.2585652356313803,0.2083333333333333,0.3697916666666667,0,14,1.377289889525941,4,0.125856523563138,0.8181818181818182,0.5625,0.75,2.6849391693469444,0.7368421052631579,90.3,-224.1124861878453,-34.96294636315839,416.88751381215474,False,True,380.3748066298343,346.5175690607735,65.03705363684162,39.36357142857144,1,641.0,27.323326573830435,2,1,0,5,0,6959,0.973150608306531,5,1,1,55.0,1,0.10526315789473684,0.2631578947368421,0.0268493916934694,1069.3950000000002,1163.5128895630965,26.0,1.0346314125592757,3,1293.12
Tags 3,0.94546217312264,2025-4,20,27.678590022566084,28.15472074468085,28.15472074468085,0.029716390832011493,32.6,-0.02939849624060155,0.020902255639097374,6.794999999999999,30.801169887087923,27.67854880516591,22.0,25.0,19.0,6.154720744680851,6.154720744680851,1.2141430866301701,0,4,83.77356306415216,-0.5036299428455094,19.384999999999998,86.8,-0.33729323308270825,64.3,-0.23781954887218157,20,1,1,27.420104166666647,27.420104166666647,5.019136504960243,0,0,0,0,1.0,0.0,50.0,60.0,50.0,640.5642723477761,50.38145962285879,1.168681925051581,1.1701933688402668,1.172040689026438,18,1,46.4114919995156,-619.4357276522239,-69.61854037714122,50.83843431331556,41.984549685715656,2,0,0.46989261965025064,12.445811774576985,1260.0,120.0,1.4263739337155643,143.02,60.980000000000004,7.151,4.849,1.6780869808418404,0.196078431372549,0.3480392156862745,1,15,1.377289889525941,5,0.167808698084184,1.3333333333333333,1.090909090909091,0.75,2.8527478674311286,0.75,90.3,-243.27204419889492,-34.85272839525715,454.72795580110505,False,True,416.88751381215474,380.3748066298343,65.14727160474284,39.36357142857144,1,698.0,27.341087685397206,2,1,0,6,0,6947,0.971472521325689,6,1,1,57.0,1,0.1,0.3,0.0285274786743112,1069.3950000000002,1165.4846890088495,26.0,1.036418597955952,3,1293.12
Tags 3,0.94546217312264,2025-4,21,27.70126291409536,28.15472074468085,28.15472074468085,0.03184767159017685,32.6,-0.018831168831168657,0.020649350649350924,6.809523809523808,30.801169887087923,27.67854880516591,22.0,25.0,19.0,6.154720744680851,6.154720744680851,1.1879526603730926,0,4,83.47101740236712,-0.5174655856715814,19.53333333333333,86.8,-0.33454545454545426,64.3,-0.28909090909090734,21,1,1,27.420104166666647,27.420104166666647,5.08471789968893,0,0,0,0,1.0,0.0,50.0,60.0,50.0,691.7423259835712,50.43954460296873,1.0011529038766394,1.1700293029735314,1.1715424893116204,19,1,46.07960467093158,-688.2576740164288,-69.56045539703126,50.12625550605589,42.03295383580728,2,0,0.459697369317996,13.424695846734725,1380.0,120.0,1.4117239680098022,150.17100000000002,61.82900000000001,7.151,0.8490000000000002,1.1187246538945603,0.1886792452830188,0.3349056603773584,1,16,1.377289889525941,6,0.111872465389456,0.6666666666666666,0.8888888888888888,0.7272727272727273,2.9646203328205845,0.7619047619047619,90.3,-263.43999999999994,-34.75461741424801,494.56000000000006,False,False,454.72795580110505,416.88751381215474,65.24538258575198,34.33142857142858,1,758.0,27.357157262529046,2,1,0,7,0,6939,0.970353796671794,7,1,1,60.0,1,0.09523809523809523,0.3333333333333333,0.0296462033282058,975.2000000000003,1167.239894459103,26.0,1.0376134889753568,3,1293.12
Lags 1,0.922603655818101,2025-5,1,28.15472074468085,28.15472074468085,28.15472074468085,0.0,32.6,0.0,0.0,7.100000000000001,27.67854880516591,27.67854880516591,30.0,32.0,28.0,1.8452792553191488,-1.8452792553191488,0.0,1,0,77.42010416666665,0.0,22.5,86.8,0.0,64.3,0.0,0,0,0,7.420104166666647,7.420104166666647,0.0,1,0,0,0,0.0,0.0,70.0,80.0,70.0,8.92458723784025,8.92458723784025,3.0,3.0,3.0,1,1,89.2458723784025,-1.0754127621597505,-1.0754127621597505,89.2458723784025,89.2458723784025,0,0,0.0,0.1783325902808738,10.0,10.0,0.8916629514043691,11.215,-1.215,11.215,-1.215,0.8916629514043691,6.2,12.0,0,0,0.0,0,0.0891662951404369,3.0,3.0,3.0,0.0891662951404369,0.0,106.75,0.0,0.0,64.0,True,False,669.9717991631799,637.6489644351465,100.0,39.36357142857144,0,64.0,27.67854880516591,0,0,0,0,0,11205,0.999108337048596,0,0,0,11.0,0,0.0,0.0,0.0008916629514043,1069.3950000000002,1789.0,27.0,0.642570281124498,0,1306.0
Lags 1,0.922603655818101,2025-5,2,28.15472074468085,28.15472074468085,28.15472074468085,-6.783381100595097e-15,32.6,-6.772789795300852e-15,-4.066460168369259e-15,7.100000000000001,27.67854880516591,27.67854880516591,30.0,32.0,28.0,1.8452792553191488,-1.8452792553191488,0.0,1,0,77.42010416666665,-1.1658284442341368e-14,22.5,86.8,-1.7209744916952118e-14,64.3,-2.2316770830227838e-14,0,0,0,7.420104166666647,7.420104166666647,0.0,1,0,0,0,0.0,0.0,70.0,80.0,70.0,17.881090746535538,8.940545373267769,1.0017881090746534,3.0,3.0,2,1,52.153181344061984,-12.118909253464462,-11.059454626732231,59.603635821785126,44.70272686633884,0,0,1.4129491783209065,0.3566651805617477,30.0,20.0,1.3374944271065539,22.43,7.57,11.215,8.785,1.7833259028087385,2.066666666666667,4.0,0,1,0.7833259028087383,1,0.1783325902808738,2.0,3.0,3.0,0.2674988854213107,0.5,106.75,0.0,0.0,77.0,True,False,64.0,637.6489644351465,100.0,39.36357142857144,0,77.0,27.67854880516591,0,0,0,0,0,11185,0.997325011145787,0,0,0,13.0,0,0.0,0.0,0.0026749888542131,1069.3950000000002,1789.0,27.0,0.6437192668752794,0,1306.0
Lags 1,0.922603655818101,2025-5,3,28.154720744680855,28.15472074468085,28.15472074468085,-1.2895420286198467e-15,32.6,2.30148056710964e-15,2.3936246954295856e-15,7.100000000000001,27.67854880516591,27.67854880516591,30.0,32.0,28.0,1.8452792553191488,-1.8452792553191488,4.351167857633658e-15,1,0,77.42010416666665,1.136476922109094e-14,22.5,86.8,1.802190973325158e-15,64.3,-3.3130325148630877e-15,0,0,0,7.420104166666647,7.420104166666647,0.0,1,0,0,0,0.0,0.0,70.0,80.0,70.0,31.381691024836368,13.4492961535013,1.5043037747691206,1.506993633999821,3.0,3,1,65.00493140858961,-18.618308975163632,-6.550703846498699,62.763382049672735,67.2464807675065,0,0,1.0394293268803563,0.6241640659830584,50.0,20.0,1.8427700995690295,33.644999999999996,28.355,11.215,20.785,2.8533214444939814,1.0,1.935483870967742,0,2,1.8533214444939812,2,0.2853321444493981,1.6,3.0,3.0,0.5528310298707089,0.6666666666666666,106.75,0.0,0.0,91.0,True,False,77.0,64.0,100.0,39.36357142857144,0,91.0,27.678548805165907,0,0,0,0,0,11153,0.994471689701293,0,0,0,14.0,0,0.0,0.0,0.005528310298707,1069.3950000000002,1789.0,27.0,0.6455662153680624,1,1306.0
Lags 1,0.922603655818101,2025-5,4,28.15472074468085,28.15472074468085,28.15472074468085,-4.860576503336004e-15,32.6,-2.22671580167811e-15,-3.4693771706650844e-15,7.100000000000001,27.67854880516591,27.67854880516591,30.0,32.0,28.0,1.8452792553191488,-1.8452792553191488,0.0,1,0,77.42010416666665,-1.0656246691081632e-14,22.5,86.8,-1.1688067064152732e-14,64.3,-8.691606854378891e-15,0,0,0,7.420104166666647,7.420104166666647,0.0,1,0,0,0,0.0,0.0,70.0,80.0,70.0,44.93170381020848,13.479511143062544,1.0022465851905105,1.5076833213515457,1.5103792235801583,4,1,56.913491492930746,-30.06829618979152,-11.520488856937456,59.90893841361131,53.91804457225018,0,0,0.9454082139330344,0.8916629514043691,75.0,25.0,1.939366919304503,44.86,42.14,11.215,13.785,2.229157378510923,0.7126436781609196,1.3793103448275863,0,3,1.8533214444939812,3,0.2229157378510923,0.7812500000000002,1.2500000000000002,2.5000000000000004,0.7757467677218011,0.75,106.75,0.0,0.0,107.0,True,False,91.0,77.0,100.0,39.36357142857144,0,107.0,27.67854880516591,0,0,0,0,0,11128,0.992242532322782,0,0,0,16.0,0,0.0,0.0,0.007757467677218,1069.3950000000002,1789.0,27.0,0.6470165348670022,2,1306.0
Lags 1,0.922603655818101,2025-5,5,28.15472074468085,28.15472074468085,28.15472074468085,-3.371434273386755e-15,32.6,-3.764398267022435e-15,-4.80122207299609e-16,7.100000000000001,27.67854880516591,27.67854880516591,28.0,30.0,26.0,0.1547207446808514,0.1547207446808514,0.0,1,0,77.42010416666665,-4.822292063407377e-15,22.5,86.8,-3.627382670784715e-15,64.3,-3.145486211302101e-15,0,0,0,7.420104166666647,7.420104166666647,0.0,1,0,0,0,0.0,0.0,70.0,80.0,70.0,67.48852695041843,22.49617565013948,1.6689162842316807,1.6726656468400372,2.5161972464681006,5,1,78.73661477548816,-32.51147304958157,-2.5038243498605226,67.48852695041843,89.98470260055791,0,0,0.8189612297913665,1.3374944271065536,100.0,25.0,1.818992420864913,56.075,45.925,11.215,3.785,1.3374944271065536,0.6078431372549019,1.1764705882352942,0,4,1.8533214444939812,4,0.1337494427106553,0.5999999999999996,0.4687499999999998,0.7499999999999998,0.9094962104324564,0.8,106.75,0.0,0.0,125.0,True,False,107.0,91.0,100.0,39.36357142857144,0,125.0,27.67854880516591,0,0,0,0,0,11113,0.990905037895676,0,0,0,18.0,0,0.0,0.0,0.0090949621043245,1069.3950000000002,1789.0,27.0,0.6478898587240169,2,1306.0
Lags 1,0.922603655818101,2025-5,6,28.154720744680848,28.15472074468085,28.15472074468085,-1.3488542533772615e-15,32.6,-3.003278291787231e-16,-6.929659921216828e-16,7.100000000000001,27.67854880516591,27.67854880516591,28.0,30.0,26.0,0.1547207446808514,0.1547207446808514,3.891802844472395e-15,1,0,77.42010416666665,-3.2804718226432046e-15,22.5,86.8,-5.226196707538049e-15,64.3,-1.2637676618891283e-15,0,0,0,7.420104166666647,7.420104166666647,0.0,1,0,0,0,0.0,0.0,70.0,80.0,70.0,90.0657479960371,22.51643699900928,1.0009006574799604,1.6704194061665014,1.6741721456663363,6,1,65.52402301298996,-44.9342520039629,-12.483563000990724,66.71536888595341,64.3326771400265,0,0,0.7769601078233142,1.7833259028087385,135.0,35.0,1.6644375092881558,67.29,44.709999999999994,11.215,-1.215,0.8916629514043691,0.5535714285714286,1.0714285714285714,0,4,1.8533214444939812,4,0.0891662951404369,0.666666666666667,0.3999999999999999,0.3125,0.9986625055728936,0.6666666666666666,106.75,0.0,0.0,145.0,True,False,125.0,107.0,100.0,39.36357142857144,0,145.0,27.678548805165914,0,0,0,0,0,11103,0.990013374944271,0,0,0,20.0,0,0.0,0.0,0.0099866250557289,1069.3950000000002,1789.0,27.0,0.6484733855714672,2,1306.0
Lags 1,0.922603655818101,2025-5,7,28.154720744680848,28.15472074468085,28.15472074468085,-3.895921039444663e-16,32.6,1.656277457553702e-15,1.2138620989631208e-15,7.100000000000001,27.67854880516591,27.67854880516591,28.0,30.0,26.0,0.1547207446808514,0.1547207446808514,3.837369354665453e-15,1,0,77.42010416666665,2.54453727244602e-15,22.5,86.8,2.9813600726655495e-15,64.3,-1.585001016368459e-15,0,0,0,7.420104166666647,7.420104166666647,0.0,1,0,0,0,0.0,0.0,70.0,80.0,70.0,117.16989634970707,27.0392068499324,1.2008652546191978,1.201946822893195,2.005948625506985,7,1,73.08917257754837,-52.830103650292926,-7.960793150067598,68.92346844100416,77.25487671409257,0,0,0.7200712553061914,2.31832367365136,170.0,35.0,1.528565059550347,78.50500000000001,41.49499999999999,11.215,-3.215,0.7133303611234953,0.5166666666666667,1.0,0,4,1.8533214444939812,4,0.0713330361123495,0.7999999999999997,0.5333333333333333,0.3199999999999998,1.0699955416852427,0.5714285714285714,95.0,-72.0,-43.11377245508982,95.0,False,False,145.0,125.0,56.88622754491018,39.36357142857144,1,167.0,27.678548805165914,0,0,0,0,0,11095,0.989300044583148,0,0,0,22.0,0,0.0,0.0,0.0106999554168524,1069.3950000000002,1017.6946107784431,27.0,0.6489409643983777,2,1306.0
Lags 1,0.922603655818101,2025-5,8,27.989547318262407,28.15472074468085,28.15472074468085,-0.11011561761229315,27.2,-0.4499999999999978,0.05833333333333465,6.337500000000001,27.67854880516591,26.47505201607236,28.0,30.0,26.0,1.1666666666666998,-1.1666666666666998,0.4671809995691957,1,0,78.05509114583332,0.42332465277778497,20.375,83.5,-0.2749999999999926,78.0,1.14166666666667,1,1,1,17.5,17.5,1.796014395735651,0,0,0,0,0.125,0.0,65.0,75.0,65.0,144.33919711321604,27.06359945872801,1.0009021199819577,1.2019485791610285,1.2030311231393775,8,1,59.86796243900439,-75.66080288678396,-22.93640054127199,65.60872596055275,54.12719891745602,0,0,0.6880763307106715,2.8533214444939814,220.0,50.0,1.4489522960321,89.72,40.28,11.215,-1.215,0.8916629514043691,0.4769230769230769,0.9230769230769232,0,4,1.8533214444939812,4,0.0891662951404369,1.2500000000000004,1.0,0.666666666666667,1.15916183682568,0.5,95.0,-85.20960698689956,-44.38000363901018,106.79039301310044,False,True,95.0,145.0,55.61999636098981,39.36357142857144,1,192.0,27.528111706529216,0,0,0,0,0,11085,0.988408381631743,0,0,0,25.0,0,0.0,0.0,0.0115916183682568,1069.3950000000002,995.0417348981077,27.0,0.6495263870094723,2,1306.0
Lags 1,0.922603655818101,2025-5,9,27.978116134751772,26.8333333333333,28.15472074468085,-0.08393964243498513,31.4,-0.34999999999999865,0.08833333333333396,6.200000000000001,27.67854880516591,27.504552316631568,25.0,28.0,23.0,2.8866666666666987,2.8866666666666987,0.4383513125014546,1,0,78.45390817901233,0.5356174768518549,19.333333333333332,85.5,-0.2516666666666646,74.5,1.3650000000000013,2,1,1,16.644444444444403,16.644444444444403,2.062511691981854,0,0,0,0,0.2222222222222222,0.0,65.0,75.0,65.0,171.63504968383018,27.100271002710027,1.0013550135501357,1.0022583559168925,1.2035772357723578,9,1,58.884539462678575,-98.36495031616982,-22.899728997289973,63.5685369199371,54.20054200542005,0,0,0.6587670415697954,3.388319215336603,270.0,50.0,1.436568088373706,100.935,44.065,11.215,3.785,1.3374944271065536,0.4275862068965517,0.8275862068965517,0,5,1.8533214444939812,4,0.1337494427106553,1.4999999999999996,1.875,1.4999999999999996,1.2929112795363351,0.5555555555555556,95.0,-100.00436681222708,-45.45653036919413,119.99563318777292,False,True,106.79039301310044,95.0,54.54346963080587,39.36357142857144,1,220.0,27.52549399654059,0,0,0,0,0,11070,0.987070887204637,0,0,0,28.0,0,0.0,0.0,0.0129291127953633,1069.3950000000002,975.7826716951171,27.0,0.6504065040650406,2,1306.0
Lags 1,0.922603655818101,2025-5,10,27.99577659574468,27.8866666666667,26.8333333333333,-0.05141403395658557,32.6,-0.21454545454545457,0.055151515151515985,6.290000000000001,27.67854880516591,27.67854880516591,25.0,28.0,23.0,3.1547207446808514,3.1547207446808514,0.4170378686239103,0,0,78.35052777777776,0.33315067340067367,19.65,86.8,-0.15515151515151482,64.3,0.8478787878787857,3,1,1,12.420104166666649,12.420104166666649,1.9718437930819586,0,0,0,0,0.3,0.0,65.0,75.0,65.0,203.47259902333155,31.651293181407127,1.167932718393923,1.1695152830529931,1.1705703261590403,10,1,57.20525932137436,-126.52740097666847,-28.348706818592877,61.65836334040349,52.752155302345216,0,0,0.6245568844226251,4.012483281319661,330.0,60.0,1.3999108337048596,112.15,44.849999999999994,11.215,0.7850000000000001,1.069995541685243,0.3949044585987261,0.7643312101910829,0,6,1.8533214444939812,4,0.1069995541685242,0.7999999999999997,1.199999999999999,1.4999999999999996,1.3999108337048596,0.6,95.0,-115.32751091703057,-46.31626944459059,133.67248908296943,False,True,119.99563318777292,106.79039301310044,53.68373055540941,39.36357142857144,1,249.0,27.54079947740312,0,0,0,1,0,11058,0.986000891662951,1,1,1,29.0,0,0.0,0.1,0.0139991083370485,1069.3950000000002,960.4019396362744,27.0,0.6511123168746609,2,1306.0
Lags 1,0.922603655818101,2025-5,11,28.010226063829784,28.15472074468085,27.8866666666667,-0.03133579142488773,32.6,-0.13090909090908948,0.03454545454545515,6.363636363636365,27.67854880516591,27.67854880516591,25.0,28.0,23.0,3.1547207446808514,3.1547207446808514,0.3985287742272873,0,0,78.26594381313129,0.20757102272727285,19.90909090909091,86.8,-0.09545454545454135,64.3,0.5272727272727273,4,1,1,12.420104166666649,12.420104166666649,1.891573437039313,0,0,0,0,0.36363636363636365,0.0,65.0,75.0,65.0,235.42194856935893,31.69141615356755,1.0012676566461427,1.1694132560666426,1.1709978268743209,11,1,56.59181455994205,-154.57805143064107,-28.30858384643245,60.36460219727152,52.81902692261258,0,0,0.6020251136760073,4.63664734730272,390.0,60.0,1.3861305880922468,123.36500000000001,47.63499999999999,11.215,2.785,1.2483281319661168,0.3625730994152046,0.7017543859649122,0,7,1.8533214444939812,4,0.1248328131966116,1.166666666666667,0.9333333333333332,1.3999999999999992,1.5247436469014712,0.6363636363636364,95.0,-132.764192139738,-47.07950075877233,149.235807860262,False,True,133.67248908296943,119.99563318777292,52.92049924122767,39.36357142857144,1,282.0,27.553322143563374,0,0,0,2,0,11044,0.984752563530985,2,1,1,33.0,0,0.0,0.18181818181818182,0.0152474364690147,1069.3950000000002,946.7477314255628,27.0,0.6519377037305324,2,1306.0
Lags 1,0.922603655818101,2025-5,12,28.02226728723404,28.15472074468085,28.15472074468085,-0.01854696721717893,32.6,-0.07762237762237681,0.021328671328671868,6.425000000000002,27.67854880516591,27.67854880516591,25.0,28.0,23.0,3.1547207446808514,3.1547207446808514,0.3822648604558265,0,0,78.19545717592591,0.1271377233877257,20.125,86.8,-0.05734265734265488,64.3,0.32202797202797295,5,1,1,12.420104166666649,12.420104166666649,1.8199981266814624,0,0,0,0,0.4166666666666667,0.0,65.0,75.0,65.0,267.40391588107326,31.725888324873097,1.001087744742567,1.002356780275562,1.1706852791878173,12,1,51.72699183403222,-192.59608411892677,-38.2741116751269,58.13128606110288,45.32269760696156,0,0,0.5814714092169013,5.260811413285778,460.0,70.0,1.3597860008916631,134.58,48.41999999999999,11.215,0.7850000000000001,1.069995541685243,0.3387978142076502,0.6557377049180327,0,8,1.8533214444939812,4,0.1069995541685242,0.857142857142857,1.0,0.7999999999999997,1.6317432010699957,0.6666666666666666,95.0,-151.25764192139738,-47.71534445469949,165.74235807860262,False,True,149.235807860262,133.67248908296943,52.28465554530051,39.36357142857144,1,317.0,27.563757698696918,0,0,0,3,0,11032,0.9836825679893,3,1,1,35.0,0,0.0,0.25,0.0163174320106999,1069.3950000000002,935.3724877054262,27.0,0.6526468455402465,2,1306.0
