held_out_cycle,building_id,review_day,feature,feature_value,shap_value,base_value,model_output
2025-2,Tags 1,14,population_loss_rate_pp_day,0.2163865546218486,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,mortality_daily_per_1000,0.7352941176470588,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,mortality_recent_3d_per_1000,3.0882352941176467,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,mortality_recent_7d_per_1000,8.529411764705882,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,mortality_ewma_per_1000,1.3684308309765423,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,mortality_trend_per_1000,-13.235294117647056,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,mortality_acceleration_per_1000,-0.8823529411764706,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,mortality_volatility_per_1000,1.3811327658734116,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,mortality_max_per_1000,6.1764705882352935,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,mortality_spike_days,2.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,mortality_recent_vs_early_per_1000,-1.1589551573504495,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,population_mortality_reconciliation_gap_per_1000,0.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,latest_weight_kg,0.338,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,weight_target_kg,0.38,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,weight_ratio_to_target,0.8894736842105264,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,weight_gap_pct,11.052631578947365,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,weight_measurement_day,14.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,weight_measurement_count,2.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,weight_measurement_interval_days,7.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,temperature_recent_avg_c,28.510763888888867,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,temperature_recent_range_c,1.2987827332241988,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,temperature_history_avg_c,28.202874320532004,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,temperature_history_sd_c,1.0581590057414434,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,temperature_heat_excess_degree_days,3.8731605351170018,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,temperature_cold_excess_degree_days,5.303664302600598,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,temperature_out_of_band_days,0.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,temperature_missing,1.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,humidity_recent_avg_pct,79.39484126984127,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,humidity_recent_range_pp,4.288135638297852,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,humidity_history_avg_pct,80.04242140396332,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,humidity_history_sd_pct,4.060734715103182,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,humidity_high_excess_days,111.3578617022221,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,humidity_low_excess_days,0.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,humidity_out_of_band_days,0.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,humidity_missing,1.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,environment_recorded_days,0.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,environment_coverage_ratio,0.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,environment_staleness_days,0.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,peer_survival_mean,0.9748529411764706,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,survival_vs_peer,-0.0051470588235293935,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,peer_mortality_7d_mean,9.632352941176471,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,mortality_7d_vs_peer,-1.1029411764705888,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,peer_latest_weight_mean,0.344,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,weight_vs_peer,-0.00599999999999995,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,peer_building_count,4.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,mortality_horizon_pressure,179.11764705882354,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,survival_horizon_interaction,20.363823529411764,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,environment_missing_both,1.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,environment_coverage_x_horizon,0.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,recent_mortality_share,0.8463878326996198,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,reconciliation_flag,0.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,missingindicator_mortality_trend_per_1000,0.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,missingindicator_mortality_recent_vs_early_per_1000,0.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,missingindicator_weight_measurement_interval_days,0.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,missingindicator_temperature_recent_avg_c,1.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,missingindicator_temperature_recent_range_c,1.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,missingindicator_temperature_history_avg_c,1.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,missingindicator_temperature_history_sd_c,1.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,missingindicator_temperature_heat_excess_degree_days,1.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,missingindicator_temperature_cold_excess_degree_days,1.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,missingindicator_humidity_recent_avg_pct,1.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,missingindicator_humidity_recent_range_pp,1.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,missingindicator_humidity_history_avg_pct,1.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,missingindicator_humidity_history_sd_pct,1.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,missingindicator_humidity_high_excess_days,1.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,missingindicator_humidity_low_excess_days,1.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,missingindicator_environment_staleness_days,1.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,14,missingindicator_recent_mortality_share,0.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,review_day,21.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,days_to_day35,14.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,beginning_inventory,7090.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,log_beginning_inventory,8.866440619526173,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,percentage_alive,0.9589705882352941,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,population_loss_pct,4.102941176470587,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,population_loss_rate_pp_day,0.19537815126050415,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,mortality_daily_per_1000,1.176470588235294,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,mortality_recent_3d_per_1000,4.411764705882353,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,mortality_recent_7d_per_1000,10.735294117647058,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,mortality_ewma_per_1000,1.479552827237753,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,mortality_trend_per_1000,2.2058823529411757,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,mortality_acceleration_per_1000,-0.7352941176470589,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,mortality_volatility_per_1000,1.1800914667420328,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,mortality_max_per_1000,6.1764705882352935,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,mortality_spike_days,2.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,mortality_recent_vs_early_per_1000,-0.6302521008403363,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,population_mortality_reconciliation_gap_per_1000,0.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,latest_weight_kg,0.554,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,weight_target_kg,0.8,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,weight_ratio_to_target,0.6925,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,weight_gap_pct,30.75,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,weight_measurement_day,21.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,weight_measurement_count,3.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,weight_measurement_interval_days,7.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,temperature_recent_avg_c,28.510763888888867,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,temperature_recent_range_c,1.2987827332241988,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,temperature_history_avg_c,28.202874320532004,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,temperature_history_sd_c,1.0581590057414434,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,temperature_heat_excess_degree_days,3.8731605351170018,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,temperature_cold_excess_degree_days,5.303664302600598,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,temperature_out_of_band_days,0.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,temperature_missing,1.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,humidity_recent_avg_pct,79.39484126984127,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,humidity_recent_range_pp,4.288135638297852,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,humidity_history_avg_pct,80.04242140396332,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,humidity_history_sd_pct,4.060734715103182,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,humidity_high_excess_days,111.3578617022221,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,humidity_low_excess_days,0.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,humidity_out_of_band_days,0.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,humidity_missing,1.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,environment_recorded_days,0.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,environment_coverage_ratio,0.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,environment_staleness_days,0.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,peer_survival_mean,0.965955882352941,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,survival_vs_peer,-0.006985294117646923,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,peer_mortality_7d_mean,8.897058823529413,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,mortality_7d_vs_peer,1.838235294117645,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,peer_latest_weight_mean,0.679,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,weight_vs_peer,-0.125,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,peer_building_count,4.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,mortality_horizon_pressure,150.2941176470588,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,survival_horizon_interaction,13.425588235294118,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,environment_missing_both,1.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,environment_coverage_x_horizon,0.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,recent_mortality_share,0.9445471349353051,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,reconciliation_flag,0.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,missingindicator_mortality_trend_per_1000,0.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,missingindicator_mortality_recent_vs_early_per_1000,0.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,missingindicator_weight_measurement_interval_days,0.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,missingindicator_temperature_recent_avg_c,1.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,missingindicator_temperature_recent_range_c,1.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,missingindicator_temperature_history_avg_c,1.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,missingindicator_temperature_history_sd_c,1.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,missingindicator_temperature_heat_excess_degree_days,1.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,missingindicator_temperature_cold_excess_degree_days,1.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,missingindicator_humidity_recent_avg_pct,1.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,missingindicator_humidity_recent_range_pp,1.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,missingindicator_humidity_history_avg_pct,1.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,missingindicator_humidity_history_sd_pct,1.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,missingindicator_humidity_high_excess_days,1.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,missingindicator_humidity_low_excess_days,1.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,missingindicator_environment_staleness_days,1.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,21,missingindicator_recent_mortality_share,0.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,28,review_day,28.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,28,days_to_day35,7.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,28,beginning_inventory,7090.0,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
2025-2,Tags 1,28,log_beginning_inventory,8.866440619526173,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11
